title,original_language,genre_list,director_name,release_year,release_date,status,runtime_minutes,is_adult,budget_tier,runtime_bucket,language_group,language_name
Attraction,en,"Thriller,Romance",Russell DeGrazier,2001,2001-04-22,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Shit Year,en,Drama,Cam Archer,2010,2010-05-15,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
Just Once More,sv,Drama,Gunnar Hellström,1962,1962-08-27,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Let Her Out,en,Horror,Cody Calahan,2016,2016-08-25,Released,89,false,1. Micro (<$1M),1. Under 90 min,English,English
Imitations,en,"Horror,Comedy",Milos Mitrovic,2016,2016-09-09,Released,10,false,1. Micro (<$1M),1. Under 90 min,English,English
How to Make a Killing,en,"Drama,Comedy,Thriller",John Patton Ford,2026,2026-02-20,Post Production,109,false,1. Micro (<$1M),2. 90-120 min,English,English
Alvin and the Chipmunks,en,"Fantasy,Animation,Comedy,Family",Tim Hill,2007,2007-12-13,Released,92,false,3. Mid ($15-75M),2. 90-120 min,English,English
Caligula,it,"Drama,History",Tinto Brass,1979,1979-08-14,Released,156,false,3. Mid ($15-75M),4. 150-180 min,Non-English,Italian
Malena,it,Drama,Giuseppe Tornatore,2000,2000-03-16,Released,108,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Knockout,en,"Drama,Action,Family",Anne Wheeler,2011,2011-03-05,Released,95,false,2. Low ($1-15M),2. 90-120 min,English,English
Duska,nl,Drama,Jos Stelling,2007,2007-10-04,Released,110,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Karbala,pl,"Drama,Thriller,War",Krzysztof Łukaszewicz,2015,2015-09-08,Released,115,false,2. Low ($1-15M),2. 90-120 min,Non-English,Other
Yardie,en,"Drama,Crime",Idris Elba,2018,2018-08-31,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
Ladylike,en,Drama,Tiffany Johnson,2014,2014-11-15,Released,9,false,1. Micro (<$1M),1. Under 90 min,English,English
Backstage,sk,"Music,Romance",Andrea Sedláčková,2018,2018-03-15,Released,90,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Clouds,en,"Drama,Music,Romance",Justin Baldoni,2020,2020-10-09,Released,121,false,1. Micro (<$1M),3. 120-150 min,English,English
Projections,en,"Documentary,Music",Derek Jarman,1993,1993-11-29,Released,46,false,1. Micro (<$1M),1. Under 90 min,English,English
Desert Dawn,en,"Action,Thriller,Crime,Mystery",Marty Murray,2025,2025-05-15,Released,89,false,2. Low ($1-15M),1. Under 90 min,English,English
Mad Max,en,"Adventure,Action,Thriller,Science Fiction",George Miller,1979,1979-04-12,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Hoodwinked!,en,"Animation,Comedy,Crime,Mystery,Family",Cory Edwards,2005,2005-12-16,Released,81,false,2. Low ($1-15M),1. Under 90 min,English,English
Chennai Express,hi,"Action,Comedy,Romance",Rohit Shetty,2013,2013-08-08,Released,141,false,3. Mid ($15-75M),3. 120-150 min,Non-English,Hindi
Maze Runner: The Death Cure,en,"Adventure,Action,Thriller,Science Fiction",Wes Ball,2018,2018-01-10,Released,143,false,3. Mid ($15-75M),3. 120-150 min,English,English
Prélude,de,Drama,Sabrina Sarabi,2019,2019-08-29,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Anjaan,hi,"Drama,Comedy,Romance",M. Sadiq,1956,1956-07-07,Released,128,false,1. Micro (<$1M),3. 120-150 min,Non-English,Hindi
Through My Window 3: Looking at You,es,"Drama,Comedy,Romance",Marçal Forés,2024,2024-02-23,Released,105,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Shelter,en,Horror,Bishal Dutta,"","",Planned,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Big Fish,en,"Adventure,Fantasy,Drama",Tim Burton,2003,2003-12-10,Released,125,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Bride,en,"Drama,Horror,Science Fiction,Romance",Franc Roddam,1985,1985-08-16,Released,114,false,2. Low ($1-15M),2. 90-120 min,English,English
Mr. Pen Pen,ja,"Animation,TV Movie",Yuzo Yamada,1986,1986-03-31,Released,49,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Henshurei: Deleted,ja,Horror,Seiji Chiba,2023,2023-01-13,Released,64,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Sweet November,en,"Drama,Romance",Pat O'Connor,2001,2001-02-16,Released,119,false,3. Mid ($15-75M),2. 90-120 min,English,English
Stargate,en,"Adventure,Action,Science Fiction",Roland Emmerich,1994,1994-10-28,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Jack,en,"Drama,Comedy,Family",Francis Ford Coppola,1996,1996-08-09,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Evil Toons,en,"Horror,Comedy",Fred Olen Ray,1992,1992-01-08,Released,83,false,1. Micro (<$1M),1. Under 90 min,English,English
Our Wife,en,Comedy,John M. Stahl,1941,1941-08-20,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
Shattered Dreams,de,"Drama,Crime",Peter Patzak,1976,1976-08-27,Released,99,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Feride,tr,Comedy,Zeynep Çamcı,2020,2020-01-24,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
"Love, Classified",en,"Drama,Comedy,Romance,TV Movie",Stacey N. Harding,2022,2022-04-16,Released,84,false,1. Micro (<$1M),1. Under 90 min,English,English
My Fault,es,"Drama,Thriller,Romance",Domingo González,2023,2023-06-08,Released,116,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Janur Ireng,id,"Horror,Thriller",Kimo Stamboel,2025,2025-12-24,Released,94,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Amadeus,en,"Drama,History,Music",Miloš Forman,1984,1984-09-19,Released,160,false,3. Mid ($15-75M),4. 150-180 min,English,English
Anguish,es,"Horror,Thriller",Bigas Luna,1987,1987-03-23,Released,88,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
The Overtaxed,it,Comedy,Steno,1959,1959-04-10,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
To Want to Fly,it,"Fantasy,Comedy",Maurizio Nichetti,1991,1991-03-01,Released,97,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
The Artist,fr,"Drama,Comedy,Romance",Michel Hazanavicius,2011,2011-10-12,Released,100,false,3. Mid ($15-75M),2. 90-120 min,Non-English,French
Guardians of the Galaxy,en,"Adventure,Action,Science Fiction",James Gunn,2014,2014-07-30,Released,121,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
"Bumblefuck, USA",en,Drama,Aaron Douglas Johnston,2011,2011-06-17,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Maze Runner: The Scorch Trials,en,"Adventure,Action,Thriller,Science Fiction",Wes Ball,2015,2015-09-09,Released,131,false,3. Mid ($15-75M),3. 120-150 min,English,English
She Said,en,"Drama,History",Maria Schrader,2022,2022-11-17,Released,129,false,3. Mid ($15-75M),3. 120-150 min,English,English
Inside Furioza,pl,"Action,Thriller,Crime",Cyprian T. Olencki,2025,2025-10-14,Released,166,false,1. Micro (<$1M),4. 150-180 min,Non-English,Other
BLUE LOCK THE MOVIE -EPISODE NAGI-,ja,"Animation,Drama,Action",Shunsuke Ishikawa,2024,2024-04-19,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Mrs. Doubtfire,en,"Drama,Comedy,Family",Chris Columbus,1993,1993-11-24,Released,125,false,3. Mid ($15-75M),3. 120-150 min,English,English
Tycus,en,"Action,Science Fiction",John Putch,1999,1999-06-22,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Doctor Who,en,"Adventure,Science Fiction,TV Movie",Geoffrey Sax,1996,1996-05-12,Released,86,false,2. Low ($1-15M),1. Under 90 min,English,English
Wrong Turn 3: Left for Dead,en,"Horror,Thriller",Declan O'Brien,2009,2009-10-08,Released,91,false,2. Low ($1-15M),2. 90-120 min,English,English
Genius Loci,fr,"Fantasy,Animation,Drama",Maya Merigeau,2020,2020-01-19,Released,16,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
Boys Night,"","",Linus Ignatius,"","","","",false,5. Blockbuster ($150M+),5. 180+ min,Non-English,Other
Rigoberto,es,Comedy,Luis Mottura,1945,1945-04-19,Released,81,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
Perfect Days,ja,Drama,Wim Wenders,2023,2023-11-10,Released,124,false,2. Low ($1-15M),3. 120-150 min,Non-English,Japanese
Until Dawn,en,"Horror,Mystery",David F. Sandberg,2025,2025-04-23,Released,103,false,3. Mid ($15-75M),2. 90-120 min,English,English
Deconstructing Harry,en,"Drama,Comedy",Woody Allen,1997,1997-12-12,Released,96,false,3. Mid ($15-75M),2. 90-120 min,English,English
Candy,en,"Drama,Romance",Neil Armfield,2006,2006-05-25,Released,116,false,1. Micro (<$1M),2. 90-120 min,English,English
Chaos,en,"Drama,Action,Crime",Tony Giglio,2005,2005-01-17,Released,106,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Long Kiss Goodnight,en,"Action,Thriller,Crime,Mystery",Renny Harlin,1996,1996-10-11,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Killshot,en,"Drama,Thriller,Crime",John Madden,2008,2008-11-13,Released,95,false,1. Micro (<$1M),2. 90-120 min,English,English
The Losers,en,"Adventure,Action,Thriller,Crime,Mystery",Sylvain White,2010,2010-04-23,Released,97,false,3. Mid ($15-75M),2. 90-120 min,English,English
Insidious,en,"Horror,Thriller",James Wan,2011,2011-03-31,Released,102,false,2. Low ($1-15M),2. 90-120 min,English,English
The Neon Demon,en,"Horror,Thriller",Nicolas Winding Refn,2016,2016-05-31,Released,118,false,2. Low ($1-15M),2. 90-120 min,English,English
Sing Song,nl,"Drama,Music,Family",Mischa Kamp,2017,2017-07-20,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Paddington in Peru,en,"Adventure,Comedy,Family",Dougal Wilson,2024,2024-11-08,Released,106,false,4. High ($75-150M),2. 90-120 min,English,English
Kadın Severse,tr,"Drama,Romance",Ülkü Erakalın,1968,1968-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Claydream,en,Documentary,Marq Evans,2022,2022-08-05,Released,96,false,1. Micro (<$1M),2. 90-120 min,English,English
Thelma,en,Drama,Ken Kwapis,"","",Canceled,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Hijack 1971,ko,"Action,Thriller,Crime",Kim Sung-han,2024,2024-06-21,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Korean
Be Out of Control,en,"",Ruby Wong Jo-Yi,2004,2004-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Return of the Jedi,en,"Adventure,Action,Science Fiction",Richard Marquand,1983,1983-05-25,Released,132,false,3. Mid ($15-75M),3. 120-150 min,English,English
Final Destination 3,en,"Horror,Mystery",James Wong,2006,2006-02-09,Released,92,false,3. Mid ($15-75M),2. 90-120 min,English,English
Labyrinth,en,"Adventure,Fantasy,Family",Jim Henson,1986,1986-06-27,Released,101,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Woman in Black,en,"Drama,Horror,Thriller",James Watkins,2012,2012-02-03,Released,95,false,3. Mid ($15-75M),2. 90-120 min,English,English
Bikini Bandits,en,"Action,Comedy,Crime",Steve Grasse,2002,2002-12-11,Released,60,false,1. Micro (<$1M),1. Under 90 min,English,English
Palmy Days,en,"Comedy,Music,Romance",A. Edward Sutherland,1931,1931-09-23,Released,77,false,1. Micro (<$1M),1. Under 90 min,English,English
Khaled,en,Drama,Asghar Massombagi,2001,2001-09-10,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Riskante Patienten,de,Comedy,Stefan Krohmer,2012,2012-08-22,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Mengejar Setan,id,Horror,Nayato Fio Nuala,2013,2013-12-19,Released,74,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Limbo,en,"Drama,Thriller,Crime,Mystery",Ivan Sen,2023,2023-05-18,Released,108,false,1. Micro (<$1M),2. 90-120 min,English,English
My Friend Eva,es,"Comedy,Romance",Cesc Gay,2025,2025-09-18,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Déjà Vu,en,"Action,Thriller,Science Fiction",Tony Scott,2006,2006-11-22,Released,126,false,4. High ($75-150M),3. 120-150 min,English,English
Ultrasonic,en,"Drama,Thriller",Rohit Colin Rao,2012,2012-06-01,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Wild Tales,es,"Drama,Comedy,Thriller",Damián Szifron,2014,2014-08-21,Released,122,false,2. Low ($1-15M),3. 120-150 min,Non-English,Spanish
Atlanta Blue,en,"Action,Crime",David Heavener,1999,1999-01-10,Released,87,false,1. Micro (<$1M),1. Under 90 min,English,English
Gladiator II,en,"Adventure,Drama,Action",Ridley Scott,2024,2024-11-13,Released,148,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
LUZ,en,"Drama,Crime,Romance",Jon García,2020,2020-10-01,Released,118,false,1. Micro (<$1M),2. 90-120 min,English,English
High Rollers,en,"Action,Thriller,Crime",Randall Emmett,2025,2025-03-14,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
Klingende Toner,da,Documentary,Alice O'Fredericks,1945,1945-08-06,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Harry Potter and the Prisoner of Azkaban,en,"Adventure,Fantasy",Alfonso Cuarón,2004,2004-05-31,Released,141,false,4. High ($75-150M),3. 120-150 min,English,English
Pink Flamingos,en,"Comedy,Crime",John Waters,1972,1972-03-17,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
The Assassination of Jesse James by the Coward Robert Ford,en,"Drama,Western",Andrew Dominik,2007,2007-09-20,Released,160,false,3. Mid ($15-75M),4. 150-180 min,English,English
The 40 Year Old Virgin,en,"Comedy,Romance",Judd Apatow,2005,2005-08-11,Released,116,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Italian Job,en,"Action,Crime",F. Gary Gray,2003,2003-05-30,Released,110,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Dungeonmaster,en,"Fantasy,Horror,Science Fiction",John Carl Buechler,1984,1984-08-24,Released,73,false,1. Micro (<$1M),1. Under 90 min,English,English
Battleship,en,"Adventure,Action,Thriller,Science Fiction",Peter Berg,2012,2012-04-11,Released,131,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Hansel & Gretel: Witch Hunters,en,"Fantasy,Horror,Action",Tommy Wirkola,2013,2013-01-17,Released,88,false,3. Mid ($15-75M),1. Under 90 min,English,English
Pompeii,en,"Adventure,Drama,Action,History,Romance",Paul W. S. Anderson,2014,2014-02-18,Released,105,false,4. High ($75-150M),2. 90-120 min,English,English
Poove Unakkaga,ta,"Drama,Comedy,Romance",Vikraman,1996,1996-02-15,Released,144,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
Kiracı,tr,"Drama,Comedy",Orhan Aksoy,1987,1987-09-30,Released,87,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Riocorrente,pt,Drama,Paulo Sacramento,2013,2013-09-21,Released,79,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
The Revenant,en,"Adventure,Drama,Western",Alejandro González Iñárritu,2015,2015-12-25,Released,157,false,4. High ($75-150M),4. 150-180 min,English,English
The Little Things,en,"Drama,Thriller,Crime",John Lee Hancock,2021,2021-01-28,Released,128,false,3. Mid ($15-75M),3. 120-150 min,English,English
Runner,en,Documentary,Bill Gallagher,2019,2019-05-02,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Your Fault,es,"Drama,Romance",Domingo González,2024,2024-12-26,Released,117,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Nowhere,en,"Drama,Comedy,Science Fiction",Gregg Araki,1997,1997-05-09,Released,83,false,1. Micro (<$1M),1. Under 90 min,English,English
Pink Cadillac,en,"Adventure,Drama,Action,Comedy,Romance",Buddy Van Horn,1989,1989-05-26,Released,122,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Company,en,"Drama,Music,Romance",Robert Altman,2003,2003-12-25,Released,112,false,3. Mid ($15-75M),2. 90-120 min,English,English
Snowmageddon,en,"Adventure,Science Fiction,TV Movie",Sheldon Wilson,2011,2011-12-10,Released,86,false,1. Micro (<$1M),1. Under 90 min,English,English
Shocktroop,en,Action,J. Christian Ingvordsen,1989,1989-05-11,Released,117,false,1. Micro (<$1M),2. 90-120 min,English,English
Horrible Bosses 2,en,Comedy,Sean Anders,2014,2014-11-12,Released,108,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Belko Experiment,en,"Horror,Thriller",Greg McLean,2016,2016-03-17,Released,89,false,2. Low ($1-15M),1. Under 90 min,English,English
Little Tickles,fr,"Drama,Comedy",Andréa Bescond,2018,2018-11-14,Released,103,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Saison Morte,el,"Horror,Thriller",Thanassis Totsikas,2021,2021-11-05,Released,97,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Dora and the Search for Sol Dorado,en,"Adventure,Comedy,Family",Alberto Belli,2025,2025-07-02,Released,96,false,1. Micro (<$1M),2. 90-120 min,English,English
Happy Feet,en,"Animation,Comedy,Family",George Miller,2006,2006-11-16,Released,108,false,4. High ($75-150M),2. 90-120 min,English,English
Howard the Duck,en,"Adventure,Fantasy,Action,Comedy,Science Fiction,Romance",Willard Huyck,1986,1986-08-01,Released,110,false,3. Mid ($15-75M),2. 90-120 min,English,English
Dinner Rush,en,"Drama,Action,Thriller",Bob Giraldi,2000,2000-09-01,Released,99,false,2. Low ($1-15M),2. 90-120 min,English,English
Scissors,en,"Drama,Horror,Thriller",Frank De Felitta,1991,1991-03-22,Released,105,false,1. Micro (<$1M),2. 90-120 min,English,English
Floor Flusher,en,"Animation,Comedy",Izzy Sparber,1954,1954-01-01,Released,6,false,1. Micro (<$1M),1. Under 90 min,English,English
Lakota Moon,en,"Western,TV Movie",Christopher Cain,1999,1999-05-22,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Ganti-Ganti,tl,"Drama,Thriller,Romance",Mac Alejandre,2023,2023-12-01,Released,92,false,1. Micro (<$1M),2. 90-120 min,Non-English,Tagalog
Matilda,en,"Fantasy,Comedy,Family",Danny DeVito,1996,1996-08-02,Released,98,false,3. Mid ($15-75M),2. 90-120 min,English,English
My Favorite Wife,en,"Comedy,Romance",Garson Kanin,1940,1940-05-17,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Urbanissimo,en,"Animation,Comedy",John Hubley,1967,1967-06-01,Released,6,false,1. Micro (<$1M),1. Under 90 min,English,English
Flatliners,en,"Drama,Horror,Thriller",Niels Arden Oplev,2017,2017-09-28,Released,111,false,3. Mid ($15-75M),2. 90-120 min,English,English
Poppyland,en,"Drama,Romance,TV Movie",John Madden,1985,1985-01-13,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
Femme,en,"Drama,Thriller,Romance",Sam H. Freeman,2023,2023-12-01,Released,99,false,1. Micro (<$1M),2. 90-120 min,English,English
Drop,en,"Thriller,Mystery",Christopher Landon,2025,2025-04-10,Released,95,false,2. Low ($1-15M),2. 90-120 min,English,English
Home Sweet Home: Rebirth,en,"Fantasy,Horror,Action,Thriller,Mystery",Alexander Kiesl,2025,2025-03-20,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Suburban Girl,en,"Drama,Comedy,Romance",Marc Klein,2007,2007-04-27,Released,97,false,1. Micro (<$1M),2. 90-120 min,English,English
Easy Wheels,en,"Action,Comedy",David O'Malley,1989,1989-09-29,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Malicious,it,Comedy,Salvatore Samperi,1973,1973-03-29,Released,93,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Just Henry,en,"Drama,Mystery",David Moore,2011,2011-12-18,Released,80,false,1. Micro (<$1M),1. Under 90 min,English,English
The Worst Person in the World,no,"Drama,Comedy,Romance",Joachim Trier,2021,2021-10-13,Released,128,false,2. Low ($1-15M),3. 120-150 min,Non-English,Other
Holy Ghost,en,"Horror,Thriller,Mystery",Shravan Tiwari,2025,2025-08-11,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Wallace & Gromit: The Curse of the Were-Rabbit,en,"Adventure,Animation,Comedy,Family",Steve Box,2005,2005-09-15,Released,85,false,3. Mid ($15-75M),1. Under 90 min,English,English
Insidious: Chapter 2,en,"Horror,Thriller",James Wan,2013,2013-09-12,Released,106,false,2. Low ($1-15M),2. 90-120 min,English,English
Valet Girls,en,Comedy,Rafal Zielinski,1987,1987-01-01,Released,82,false,1. Micro (<$1M),1. Under 90 min,English,English
