genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Drama,1995,fr,Mathieu Kassovitz,2. Low ($1-15M),2. 90-120 min
Romance,2000,en,Nancy Meyers,3. Mid ($15-75M),3. 120-150 min
Drama,1989,en,Ted Kotcheff,1. Micro (<$1M),2. 90-120 min
Family,2018,en,Will Gluck,3. Mid ($15-75M),2. 90-120 min
Romance,2018,ja,Osamu Suzuki,1. Micro (<$1M),2. 90-120 min
Documentary,1977,en,Alanis Obomsawin,1. Micro (<$1M),1. Under 90 min
Horror,2020,en,Jim Klock,1. Micro (<$1M),1. Under 90 min
Horror,2024,en,Ahmed Chaer,1. Micro (<$1M),1. Under 90 min
Comedy,2003,en,Tom Shadyac,4. High ($75-150M),2. 90-120 min
Comedy,1998,en,Bobby Farrelly,3. Mid ($15-75M),3. 120-150 min
Romance,1994,en,Mike Newell,2. Low ($1-15M),2. 90-120 min
Thriller,1994,en,Alex Proyas,3. Mid ($15-75M),2. 90-120 min
Mystery,1961,en,Curtis Harrington,1. Micro (<$1M),1. Under 90 min
Drama,2003,fr,Bertrand Bonello,1. Micro (<$1M),2. 90-120 min
Action,2025,en,Macon Blair,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Paul King,4. High ($75-150M),2. 90-120 min
Thriller,2023,en,Grant Singer,1. Micro (<$1M),3. 120-150 min
Documentary,2025,fr,Alain Berliner,1. Micro (<$1M),2. 90-120 min
Comedy,2026,en,Aidan Zamiri,2. Low ($1-15M),2. 90-120 min
Romance,1988,en,John Landis,3. Mid ($15-75M),2. 90-120 min
Thriller,2011,en,Neil Burger,3. Mid ($15-75M),2. 90-120 min
Comedy,2010,en,Samuel Tourneux,1. Micro (<$1M),1. Under 90 min
Drama,2011,en,Wyeth Clarkson,1. Micro (<$1M),1. Under 90 min
TV Movie,2012,en,Jake Newsome,1. Micro (<$1M),1. Under 90 min
Thriller,2021,en,Matthew Vaughn,4. High ($75-150M),3. 120-150 min
Drama,2022,en,Reid Carolin,3. Mid ($15-75M),2. 90-120 min
Drama,2023,en,Andrew Haigh,2. Low ($1-15M),2. 90-120 min
Comedy,2000,hi,David Dhawan,1. Micro (<$1M),3. 120-150 min
Comedy,2017,ur,Nadeem Baig,1. Micro (<$1M),4. 150-180 min
Drama,2019,de,Ina Weisse,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Alexander Payne,2. Low ($1-15M),3. 120-150 min
Thriller,1995,cs,Martin Hollý,1. Micro (<$1M),1. Under 90 min
Drama,1993,pl,Józef Skolimowski,1. Micro (<$1M),2. 90-120 min
Drama,1955,tl,Mar S. Torres,1. Micro (<$1M),1. Under 90 min
Family,2025,de,Christian Ditter,1. Micro (<$1M),2. 90-120 min
Thriller,2008,en,Peter Segal,4. High ($75-150M),2. 90-120 min
Mystery,2013,en,Joseph Kosinski,4. High ($75-150M),3. 120-150 min
Comedy,2013,en,Demetrius Navarro,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Yoav Paz,1. Micro (<$1M),1. Under 90 min
Drama,1981,cs,František Laurin,1. Micro (<$1M),1. Under 90 min
Western,2024,it,Claudio Del Falco,1. Micro (<$1M),1. Under 90 min
Fantasy,2016,en,Lucy Moloney,1. Micro (<$1M),1. Under 90 min
Romance,2004,en,Andrew Adamson,5. Blockbuster ($150M+),2. 90-120 min
TV Movie,1971,en,Steven Spielberg,1. Micro (<$1M),1. Under 90 min
Comedy,2006,en,Joe Nussbaum,1. Micro (<$1M),2. 90-120 min
Thriller,2009,es,Jaume Balagueró,2. Low ($1-15M),1. Under 90 min
Thriller,2011,en,Colin Minihan,2. Low ($1-15M),2. 90-120 min
Drama,2010,fr,Fabrice Genestal,1. Micro (<$1M),1. Under 90 min
Thriller,2013,en,Marc Forster,5. Blockbuster ($150M+),2. 90-120 min
Action,2018,en,Don Michael Paul,1. Micro (<$1M),2. 90-120 min
History,2016,en,Mat Whitecross,1. Micro (<$1M),2. 90-120 min
Drama,2022,en,Olivia Newman,3. Mid ($15-75M),3. 120-150 min
Drama,2024,en,Sam Taylor-Johnson,3. Mid ($15-75M),3. 120-150 min
Crime,2007,en,Bruce A. Evans,3. Mid ($15-75M),3. 120-150 min
Fantasy,1992,en,Robert Zemeckis,3. Mid ($15-75M),2. 90-120 min
Comedy,1953,en,David Butler,1. Micro (<$1M),2. 90-120 min
Fantasy,2011,en,Zack Snyder,4. High ($75-150M),2. 90-120 min
Romance,2006,ko,Kim Sang-woo,2. Low ($1-15M),2. 90-120 min
Drama,2012,en,Ang Lee,4. High ($75-150M),3. 120-150 min
Drama,1977,es,Francisco Lara Polop,1. Micro (<$1M),2. 90-120 min
Comedy,1994,tl,Eddie Rodriguez,1. Micro (<$1M),2. 90-120 min
Family,2022,en,Anne Fletcher,3. Mid ($15-75M),2. 90-120 min
Comedy,2025,en,Tom Gormican,3. Mid ($15-75M),2. 90-120 min
Comedy,2026,en,Ben Wheatley,1. Micro (<$1M),2. 90-120 min
Crime,2003,en,Quentin Tarantino,3. Mid ($15-75M),2. 90-120 min
Drama,1983,en,Rick Rosenthal,1. Micro (<$1M),3. 120-150 min
Music,2006,de,Fredi M. Murer,1. Micro (<$1M),3. 120-150 min
War,1986,en,John Hough,1. Micro (<$1M),2. 90-120 min
Action,2013,en,Seth Rogen,3. Mid ($15-75M),2. 90-120 min
Comedy,2013,tr,Sermiyan Midyat,1. Micro (<$1M),2. 90-120 min
Horror,2018,en,Julius Avery,3. Mid ($15-75M),2. 90-120 min
Drama,2017,en,Lindsey Copeland,1. Micro (<$1M),2. 90-120 min
Comedy,2019,nl,Matteo Simoni,1. Micro (<$1M),2. 90-120 min
Thriller,2022,en,Chuck Russell,3. Mid ($15-75M),2. 90-120 min
Drama,2024,es,Gibelys Coronado,2. Low ($1-15M),2. 90-120 min
Crime,2006,en,Paul McGuigan,3. Mid ($15-75M),2. 90-120 min
Thriller,1996,en,Joel Coen,2. Low ($1-15M),2. 90-120 min
Science Fiction,2007,en,Frank Darabont,3. Mid ($15-75M),3. 120-150 min
Mystery,1944,en,George Cukor,2. Low ($1-15M),2. 90-120 min
Crime,1988,hu,Béla Tarr,1. Micro (<$1M),2. 90-120 min
Comedy,2003,fr,Claude Zidi,1. Micro (<$1M),2. 90-120 min
War,1959,ja,Masaki Kobayashi,1. Micro (<$1M),5. 180+ min
Romance,2002,en,Kasia Adamik,1. Micro (<$1M),2. 90-120 min
Action,1992,cn,Gordon Chan,1. Micro (<$1M),2. 90-120 min
Crime,2017,en,David Ayer,4. High ($75-150M),2. 90-120 min
Thriller,2019,en,Robert Port,1. Micro (<$1M),2. 90-120 min
Drama,2023,en,William Kaufman,1. Micro (<$1M),2. 90-120 min
Romance,1988,fr,Catherine Breillat,1. Micro (<$1M),1. Under 90 min
Thriller,1983,en,John Badham,2. Low ($1-15M),2. 90-120 min
Horror,1996,en,Brian Yuzna,1. Micro (<$1M),2. 90-120 min
Adventure,1993,en,Rocky Morton,3. Mid ($15-75M),2. 90-120 min
Drama,1996,en,Michael Apted,3. Mid ($15-75M),2. 90-120 min
Family,2010,en,Bradford May,1. Micro (<$1M),2. 90-120 min
Drama,1999,en,Erik Van Looy,1. Micro (<$1M),2. 90-120 min
Fantasy,2009,ja,Tetsuro Araki,1. Micro (<$1M),2. 90-120 min
Thriller,2009,sv,Henrik Georgsson,1. Micro (<$1M),1. Under 90 min
Documentary,2021,en,Ting Poo,1. Micro (<$1M),2. 90-120 min
Drama,2022,en,Rick Dugdale,1. Micro (<$1M),2. 90-120 min
Comedy,1993,en,Robbie Coltrane,1. Micro (<$1M),1. Under 90 min
War,2025,en,Kiah Roache-Turner,1. Micro (<$1M),1. Under 90 min
Horror,2004,en,Alexander Witt,3. Mid ($15-75M),2. 90-120 min
Fantasy,2008,ja,Michel Gondry,1. Micro (<$1M),2. 90-120 min
Horror,2009,fr,David Morley,1. Micro (<$1M),1. Under 90 min
Fantasy,1971,sv,Tage Danielsson,1. Micro (<$1M),2. 90-120 min
Comedy,2003,hi,N. Chandra,1. Micro (<$1M),4. 150-180 min
Thriller,2021,en,Taylor Sheridan,3. Mid ($15-75M),2. 90-120 min
Documentary,2011,en,"",1. Micro (<$1M),1. Under 90 min
Comedy,2018,en,Ryan Anthony Martin,1. Micro (<$1M),1. Under 90 min
Comedy,1989,en,Ivan Reitman,3. Mid ($15-75M),2. 90-120 min
Action,2007,en,Brett Ratner,4. High ($75-150M),2. 90-120 min
Comedy,2006,en,Shawn Levy,3. Mid ($15-75M),2. 90-120 min
Romance,1938,en,John Cromwell,1. Micro (<$1M),2. 90-120 min
Action,2012,en,Måns Mårlind,3. Mid ($15-75M),1. Under 90 min
Fantasy,2011,en,Woody Allen,3. Mid ($15-75M),2. 90-120 min
Fantasy,2023,en,David Lowery,1. Micro (<$1M),2. 90-120 min
Family,2025,no,Rasmus A. Sivertsen,2. Low ($1-15M),1. Under 90 min
Romance,2007,en,Mark Palansky,3. Mid ($15-75M),2. 90-120 min
Comedy,2010,en,Ethan Maniquis,2. Low ($1-15M),2. 90-120 min
Action,1936,en,Richard Thorpe,1. Micro (<$1M),1. Under 90 min
Action,2001,en,Mike Marvin,1. Micro (<$1M),2. 90-120 min
Action,2017,en,Rupert Sanders,4. High ($75-150M),2. 90-120 min
Horror,2005,ja,Renpei Tsukamoto,1. Micro (<$1M),1. Under 90 min
Drama,2025,en,Guillermo del Toro,4. High ($75-150M),4. 150-180 min
Horror,2000,de,Stefan Ruzowitzky,1. Micro (<$1M),2. 90-120 min
Animation,1993,ja,Yoshihiro Ueda,1. Micro (<$1M),1. Under 90 min
Adventure,2013,en,Eric Widing,1. Micro (<$1M),1. Under 90 min
Action,2025,en,Justin Lin,1. Micro (<$1M),3. 120-150 min
Mystery,2025,en,Steven Soderbergh,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2025,fr,Vinciane Millereau,1. Micro (<$1M),1. Under 90 min
Fantasy,2007,en,Tom Shadyac,5. Blockbuster ($150M+),2. 90-120 min
Mystery,2000,en,George A. Romero,2. Low ($1-15M),2. 90-120 min
Thriller,2013,en,Mark Steven Johnson,1. Micro (<$1M),2. 90-120 min
Thriller,1972,en,Peter Collinson,1. Micro (<$1M),2. 90-120 min
Drama,2021,fr,Nicole Garcia,1. Micro (<$1M),2. 90-120 min
Mystery,2021,en,Darren Lynn Bousman,3. Mid ($15-75M),2. 90-120 min
Adventure,2023,en,Nia DaCosta,5. Blockbuster ($150M+),2. 90-120 min
Drama,2025,en,Edward H. Griffith,1. Micro (<$1M),1. Under 90 min
Thriller,2025,en,Leigh Whannell,3. Mid ($15-75M),2. 90-120 min
Drama,2025,fr,Luc Dardenne,1. Micro (<$1M),2. 90-120 min
Drama,1985,en,Sylvester Stallone,3. Mid ($15-75M),2. 90-120 min
Fantasy,2003,en,Brian Helgeland,3. Mid ($15-75M),2. 90-120 min
Adventure,1968,en,Brian G. Hutton,2. Low ($1-15M),4. 150-180 min
Drama,2012,en,Olivier van Malderghem,1. Micro (<$1M),2. 90-120 min
Drama,2001,en,Jordan Melamed,1. Micro (<$1M),2. 90-120 min
Romance,1997,en,George T. Miller,1. Micro (<$1M),2. 90-120 min
Comedy,1977,en,Jed Johnson,2. Low ($1-15M),2. 90-120 min
Science Fiction,2011,en,William Shatner,1. Micro (<$1M),2. 90-120 min
Comedy,2019,en,Roscoe Arbuckle,1. Micro (<$1M),1. Under 90 min
Drama,1985,en,"Arthur J. Bressan, Jr.",1. Micro (<$1M),1. Under 90 min
Science Fiction,1986,en,David Cronenberg,3. Mid ($15-75M),2. 90-120 min
TV Movie,2008,en,Trevor Nunn,1. Micro (<$1M),4. 150-180 min
Action,2005,hi,Anubhav Sinha,1. Micro (<$1M),3. 120-150 min
Adventure,1987,sv,Allan Edwall,1. Micro (<$1M),2. 90-120 min
Drama,2012,de,Ulrich Seidl,2. Low ($1-15M),3. 120-150 min
Comedy,2001,en,Joshua Butler,1. Micro (<$1M),1. Under 90 min
Comedy,2016,en,Kevin Smith,2. Low ($1-15M),1. Under 90 min
Action,2016,en,James Watkins,3. Mid ($15-75M),2. 90-120 min
TV Movie,2018,en,John Dahl,1. Micro (<$1M),1. Under 90 min
Mystery,2023,en,Joachim Back,1. Micro (<$1M),2. 90-120 min
Thriller,2023,en,Matthew Goodhue,1. Micro (<$1M),2. 90-120 min
Mystery,1970,en,Ted Post,2. Low ($1-15M),2. 90-120 min
Animation,1996,en,Joe Pytka,4. High ($75-150M),1. Under 90 min
Drama,2003,en,Bille Woodruff,3. Mid ($15-75M),2. 90-120 min
Action,1985,en,Tobe Hooper,3. Mid ($15-75M),2. 90-120 min
Drama,1989,it,José María Sánchez,1. Micro (<$1M),2. 90-120 min
Action,2024,en,Doug Liman,4. High ($75-150M),3. 120-150 min
Family,2023,fr,Thomas Astruc,1. Micro (<$1M),1. Under 90 min
Drama,1992,en,Orla Walsh,1. Micro (<$1M),1. Under 90 min
Drama,2002,en,Nicolas Cage,2. Low ($1-15M),2. 90-120 min
Family,2009,en,Lasse Hallström,3. Mid ($15-75M),2. 90-120 min
Comedy,1990,en,Tom Ropelewski,1. Micro (<$1M),2. 90-120 min
Fantasy,2011,en,Agnès Merlet,1. Micro (<$1M),2. 90-120 min
Horror,2022,en,William Brent Bell,2. Low ($1-15M),2. 90-120 min
Drama,2025,en,James Bamford,1. Micro (<$1M),2. 90-120 min
Thriller,2025,en,Paul Feig,3. Mid ($15-75M),3. 120-150 min
Comedy,2025,en,Rikki Hughes,1. Micro (<$1M),1. Under 90 min
Drama,2005,en,Ang Lee,2. Low ($1-15M),3. 120-150 min
Drama,2000,fr,Denis Villeneuve,1. Micro (<$1M),1. Under 90 min
Action,2001,en,John Frankenheimer,1. Micro (<$1M),1. Under 90 min
Drama,2007,fi,Lauri Törhönen,2. Low ($1-15M),2. 90-120 min
Animation,2010,ja,Hiromasa Yonebayashi,3. Mid ($15-75M),2. 90-120 min
Horror,2017,en,Victor Salva,2. Low ($1-15M),2. 90-120 min
Drama,2013,en,Brian Helgeland,3. Mid ($15-75M),3. 120-150 min
Crime,1990,hu,György Fehér,1. Micro (<$1M),2. 90-120 min
Documentary,2013,en,Gabriela Cowperthwaite,1. Micro (<$1M),1. Under 90 min
Horror,2016,en,Anna Foerster,3. Mid ($15-75M),2. 90-120 min
Family,2019,en,Sergio Pablos,1. Micro (<$1M),2. 90-120 min
Horror,2022,en,Jordan Peele,3. Mid ($15-75M),3. 120-150 min
Documentary,2022,en,Jeff Wilson,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Brittany Snow,1. Micro (<$1M),2. 90-120 min
Animation,2025,en,Madeline Sharafian,5. Blockbuster ($150M+),2. 90-120 min
Action,2025,es,Chava Cartas,1. Micro (<$1M),1. Under 90 min
Science Fiction,2003,en,John Hoffman,3. Mid ($15-75M),1. Under 90 min
Romance,1959,pt,Marcel Camus,1. Micro (<$1M),2. 90-120 min
Adventure,2016,en,Roland Emmerich,5. Blockbuster ($150M+),3. 120-150 min
Comedy,1933,en,James Cruze,1. Micro (<$1M),1. Under 90 min
Drama,2020,en,Antonio Campos,1. Micro (<$1M),3. 120-150 min
History,2019,en,Sam Mendes,4. High ($75-150M),2. 90-120 min
Drama,2023,fr,Martin Bourboulon,3. Mid ($15-75M),3. 120-150 min
Action,2008,en,Ben Stiller,4. High ($75-150M),2. 90-120 min
History,2010,en,Tom Hooper,3. Mid ($15-75M),2. 90-120 min
Drama,2012,en,Brian M. Cassidy,1. Micro (<$1M),1. Under 90 min
Drama,1934,en,Albert S. Rogell,1. Micro (<$1M),1. Under 90 min
Comedy,1928,en,Fred Guiol,1. Micro (<$1M),1. Under 90 min
Fantasy,2016,en,Scott Derrickson,5. Blockbuster ($150M+),2. 90-120 min
Thriller,2019,en,Adam Randall,2. Low ($1-15M),2. 90-120 min
Action,2025,en,Michael Dowse,1. Micro (<$1M),2. 90-120 min
Comedy,2019,hi,Seema Desai,1. Micro (<$1M),1. Under 90 min
Comedy,1978,en,Hal Needham,2. Low ($1-15M),2. 90-120 min
Adventure,2010,en,Neil Marshall,2. Low ($1-15M),2. 90-120 min
Drama,1968,hu,Márta Mészáros,1. Micro (<$1M),1. Under 90 min
Action,2018,en,Donovan Marsh,3. Mid ($15-75M),3. 120-150 min
Family,2025,en,Chris Miller,3. Mid ($15-75M),1. Under 90 min
Animation,2002,en,Steve Loter,1. Micro (<$1M),1. Under 90 min
Horror,1982,en,Frank Henenlotter,1. Micro (<$1M),2. 90-120 min
Fantasy,2012,en,Michael Spiccia,1. Micro (<$1M),1. Under 90 min
Comedy,2017,en,Patrick Hughes,3. Mid ($15-75M),2. 90-120 min
Mystery,2025,id,Matthew Hart,1. Micro (<$1M),2. 90-120 min
Drama,2021,fr,Yann Gozlan,2. Low ($1-15M),3. 120-150 min
Thriller,1969,pl,Ryszard Ber,1. Micro (<$1M),1. Under 90 min
Animation,2018,en,Neill Blomkamp,1. Micro (<$1M),1. Under 90 min
Horror,"",en,Marcus Dunstan,1. Micro (<$1M),1. Under 90 min
Romance,2004,en,Michel Gondry,3. Mid ($15-75M),2. 90-120 min
Drama,1956,en,John Huston,2. Low ($1-15M),2. 90-120 min
Drama,2004,cn,Benny Chan Muk-Sing,3. Mid ($15-75M),3. 120-150 min
Animation,2004,en,Daniel Robichaud,1. Micro (<$1M),1. Under 90 min
Documentary,1984,de,Maximilian Schell,1. Micro (<$1M),2. 90-120 min
Family,2013,en,Chris Renaud,4. High ($75-150M),2. 90-120 min
Action,1992,en,Joseph Merhi,1. Micro (<$1M),1. Under 90 min
Drama,2007,el,Sotiris Goritsas,1. Micro (<$1M),1. Under 90 min
Action,2024,ko,Heo Myeong-haeng,1. Micro (<$1M),2. 90-120 min
Thriller,2002,en,Lee Tamahori,4. High ($75-150M),3. 120-150 min
Music,2005,en,"",1. Micro (<$1M),5. 180+ min
Drama,2011,no,Øystein Stene,1. Micro (<$1M),1. Under 90 min
Romance,1942,es,Luis Marquina,1. Micro (<$1M),2. 90-120 min
Documentary,2014,en,Larry Wessel,1. Micro (<$1M),2. 90-120 min
TV Movie,2014,cs,Jiří Strach,1. Micro (<$1M),1. Under 90 min
Fantasy,2019,en,Greg Tiernan,3. Mid ($15-75M),1. Under 90 min
Comedy,2007,en,David Leland,3. Mid ($15-75M),2. 90-120 min
Crime,1957,en,Joseph Pevney,1. Micro (<$1M),1. Under 90 min
Animation,2022,en,Joel Crawford,4. High ($75-150M),2. 90-120 min
Drama,2014,en,Peyv Raz,1. Micro (<$1M),2. 90-120 min
Comedy,2016,es,Manuela Burló Moreno,1. Micro (<$1M),2. 90-120 min
Science Fiction,2020,en,Stephen Chiodo,1. Micro (<$1M),1. Under 90 min
Comedy,2024,en,Jake Kasdan,5. Blockbuster ($150M+),3. 120-150 min
Family,2023,en,Peter Sohn,5. Blockbuster ($150M+),2. 90-120 min
Adventure,2025,it,Gennaro Nunziante,3. Mid ($15-75M),1. Under 90 min
Drama,2008,en,James Mottern,2. Low ($1-15M),2. 90-120 min
Drama,1986,it,Giuseppe Tornatore,1. Micro (<$1M),4. 150-180 min
Crime,2005,en,John S. Rad,1. Micro (<$1M),1. Under 90 min
Romance,1934,en,Edmund Goulding,1. Micro (<$1M),2. 90-120 min
Music,1929,en,A. Edward Sutherland,1. Micro (<$1M),1. Under 90 min
Crime,2025,en,Ernesto Díaz Espinoza,1. Micro (<$1M),2. 90-120 min
Romance,2024,nl,Anthony Schatteman,1. Micro (<$1M),2. 90-120 min
Comedy,1997,en,Tom Shadyac,3. Mid ($15-75M),1. Under 90 min
Crime,2020,en,Adil El Arbi,4. High ($75-150M),3. 120-150 min
Drama,1970,sq,Kristaq Dhamo,1. Micro (<$1M),2. 90-120 min
Mystery,2019,en,Wash Westmoreland,1. Micro (<$1M),2. 90-120 min
Drama,2016,ja,Naoki Tamura,1. Micro (<$1M),3. 120-150 min
Comedy,2025,en,Ricardo Curtis,2. Low ($1-15M),2. 90-120 min
Action,2026,en,Timur Bekmambetov,3. Mid ($15-75M),2. 90-120 min
Horror,1994,da,Ole Bornedal,1. Micro (<$1M),2. 90-120 min
Action,1991,en,Tony Scott,3. Mid ($15-75M),2. 90-120 min
Horror,2011,en,Steven Quale,3. Mid ($15-75M),2. 90-120 min
Comedy,1965,it,Dino Risi,1. Micro (<$1M),2. 90-120 min
Drama,2013,en,Megan Griffiths,1. Micro (<$1M),2. 90-120 min
Drama,2017,en,Michael Noer,1. Micro (<$1M),3. 120-150 min
History,2017,en,Steven Spielberg,3. Mid ($15-75M),2. 90-120 min
Science Fiction,2015,sr,Branko Sujić,1. Micro (<$1M),1. Under 90 min
Crime,2019,ko,Lee Won-tae,2. Low ($1-15M),2. 90-120 min
Action,2023,en,Michael B. Jordan,4. High ($75-150M),2. 90-120 min
Action,2023,en,Alejandro Monteverde,2. Low ($1-15M),3. 120-150 min
Music,1987,mo,Emil Loteanu,1. Micro (<$1M),5. 180+ min
Documentary,1980,en,Tony Ryan,1. Micro (<$1M),1. Under 90 min
Science Fiction,2005,en,Tim Story,4. High ($75-150M),2. 90-120 min
Romance,2002,en,Tamra Davis,2. Low ($1-15M),2. 90-120 min
Drama,2010,ko,Im Sang-soo,2. Low ($1-15M),2. 90-120 min
Thriller,2014,en,Gabe Ibáñez,2. Low ($1-15M),2. 90-120 min
Thriller,2018,en,David Gordon Green,2. Low ($1-15M),2. 90-120 min
Drama,2004,en,Jan Johnson Goldberger,1. Micro (<$1M),1. Under 90 min
Crime,1994,en,Oliver Stone,3. Mid ($15-75M),2. 90-120 min
Thriller,2004,en,Jon Turteltaub,4. High ($75-150M),3. 120-150 min
Romance,1987,en,Steve Rash,2. Low ($1-15M),2. 90-120 min
Science Fiction,1983,en,Lynne Littman,2. Low ($1-15M),2. 90-120 min
Comedy,1992,en,David Caesar,1. Micro (<$1M),1. Under 90 min
Comedy,2023,en,Greta Gerwig,4. High ($75-150M),2. 90-120 min
TV Movie,1986,en,Robert L. Collins,1. Micro (<$1M),2. 90-120 min
Comedy,2017,en,Fernando Lebrija,1. Micro (<$1M),2. 90-120 min
Mystery,2018,ko,Jung Bum-shik,1. Micro (<$1M),2. 90-120 min
Horror,2025,en,Daniel DelPurgatorio,1. Micro (<$1M),2. 90-120 min
Adventure,2007,en,Michael Katleman,1. Micro (<$1M),2. 90-120 min
Fantasy,2007,en,Patrick Archibald,1. Micro (<$1M),1. Under 90 min
Science Fiction,2008,en,Erik Estenberg,1. Micro (<$1M),1. Under 90 min
Music,2011,ko,Ra Hee-chan,1. Micro (<$1M),2. 90-120 min
Comedy,2014,en,Luke Greenfield,3. Mid ($15-75M),2. 90-120 min
Romance,2013,es,Mariana Chenillo,1. Micro (<$1M),2. 90-120 min
Drama,2015,en,Nathan Silver,1. Micro (<$1M),1. Under 90 min
Drama,2017,en,Guillermo del Toro,3. Mid ($15-75M),3. 120-150 min
Crime,2023,en,Brian Helgeland,1. Micro (<$1M),3. 120-150 min
Comedy,2019,en,Brittany Yost,1. Micro (<$1M),1. Under 90 min
Drama,2024,zh,Yang Lina,2. Low ($1-15M),3. 120-150 min
Comedy,2007,en,Stephen J. Anderson,5. Blockbuster ($150M+),2. 90-120 min
Comedy,1987,en,Tina Hirsch,1. Micro (<$1M),1. Under 90 min
Drama,2011,en,John Sayles,2. Low ($1-15M),3. 120-150 min
Horror,1990,en,Manny Coto,1. Micro (<$1M),2. 90-120 min
Action,2020,en,Aaron Schneider,3. Mid ($15-75M),2. 90-120 min
Horror,2021,en,David Yarovesky,1. Micro (<$1M),2. 90-120 min
Comedy,2025,da,Anders Thomas Jensen,1. Micro (<$1M),2. 90-120 min
Drama,2006,en,Sofia Coppola,3. Mid ($15-75M),3. 120-150 min
Thriller,2009,sv,Niels Arden Oplev,2. Low ($1-15M),4. 150-180 min
Animation,1995,en,Diane Eskenazi,1. Micro (<$1M),1. Under 90 min
Comedy,2014,en,Jorge R. Gutierrez,3. Mid ($15-75M),2. 90-120 min
Music,2015,en,Daniel Duran,1. Micro (<$1M),2. 90-120 min
Action,2023,en,Peyton Reed,5. Blockbuster ($150M+),3. 120-150 min
Family,2022,nl,Mascha Halberstad,1. Micro (<$1M),1. Under 90 min
Action,2023,en,William Kaufman,1. Micro (<$1M),1. Under 90 min
Drama,2020,fr,Barney Frydman,1. Micro (<$1M),1. Under 90 min
Drama,2024,en,Roger Kumble,1. Micro (<$1M),2. 90-120 min
History,2012,es,Pablo Larraín,1. Micro (<$1M),2. 90-120 min
Drama,2016,ro,Nap Toader,1. Micro (<$1M),2. 90-120 min
Mystery,2025,en,Chris Columbus,1. Micro (<$1M),2. 90-120 min
Animation,2025,en,Alex Woo,1. Micro (<$1M),1. Under 90 min
Adventure,1980,en,Irvin Kershner,3. Mid ($15-75M),3. 120-150 min
Family,2003,en,Jon Favreau,3. Mid ($15-75M),2. 90-120 min
Action,1984,id,Ratno Timoer,1. Micro (<$1M),2. 90-120 min
Science Fiction,2011,en,Matthijs van Heijningen Jr.,3. Mid ($15-75M),2. 90-120 min
Horror,1993,en,Tobe Hooper,1. Micro (<$1M),2. 90-120 min
Science Fiction,2021,en,Benjamin Carland,1. Micro (<$1M),2. 90-120 min
Thriller,2018,en,Fritz Böhm,1. Micro (<$1M),2. 90-120 min
Crime,2016,en,Kieran Valla,1. Micro (<$1M),2. 90-120 min
Thriller,2020,en,Craig Zobel,2. Low ($1-15M),2. 90-120 min
Action,2000,en,McG,4. High ($75-150M),2. 90-120 min
Comedy,1987,en,Bill Forsyth,1. Micro (<$1M),2. 90-120 min
Drama,1999,en,Robert Angelo,1. Micro (<$1M),2. 90-120 min
Romance,2013,en,Michael Landon Jr.,1. Micro (<$1M),2. 90-120 min
Drama,2000,fr,Laetitia Masson,1. Micro (<$1M),2. 90-120 min
Adventure,2021,en,Chris McKay,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2024,ja,Keiichiro Saito,1. Micro (<$1M),1. Under 90 min
Crime,1990,en,Martin Scorsese,3. Mid ($15-75M),3. 120-150 min
Science Fiction,1991,en,John McNaughton,2. Low ($1-15M),2. 90-120 min
Drama,1997,en,Michael Lindsay-Hogg,1. Micro (<$1M),2. 90-120 min
Action,2018,en,Peter Berg,3. Mid ($15-75M),2. 90-120 min
Drama,2018,en,Albert Hughes,3. Mid ($15-75M),2. 90-120 min
Action,2001,en,Peter Hyams,3. Mid ($15-75M),2. 90-120 min
Drama,1963,sv,Ingmar Bergman,1. Micro (<$1M),1. Under 90 min
Music,1984,it,Roberto Malenotti,1. Micro (<$1M),2. 90-120 min
Romance,2013,en,Lee Galea,1. Micro (<$1M),1. Under 90 min
Fantasy,2018,en,Ava DuVernay,4. High ($75-150M),2. 90-120 min
Crime,2023,en,Matt Ruskin,1. Micro (<$1M),2. 90-120 min
TV Movie,1980,en,Frank Perry,1. Micro (<$1M),3. 120-150 min
Action,2024,en,Justin Routt,2. Low ($1-15M),1. Under 90 min
Comedy,1960,it,Federico Fellini,1. Micro (<$1M),4. 150-180 min
Adventure,1990,en,Kevin Costner,3. Mid ($15-75M),5. 180+ min
Science Fiction,2002,en,George Lucas,4. High ($75-150M),3. 120-150 min
Comedy,2003,en,Todd Phillips,3. Mid ($15-75M),2. 90-120 min
Mystery,2004,fr,Pascal Laugier,1. Micro (<$1M),2. 90-120 min
Thriller,2010,en,Josh Reed,1. Micro (<$1M),1. Under 90 min
Horror,2012,es,Antonio Chavarrías,1. Micro (<$1M),2. 90-120 min
Romance,1936,en,Edwin L. Marin,1. Micro (<$1M),1. Under 90 min
Comedy,2014,fr,Léa Fazer,1. Micro (<$1M),1. Under 90 min
Fantasy,2007,cs,Jan Brichcín,1. Micro (<$1M),3. 120-150 min
Drama,2016,cn,Charlie Choi,1. Micro (<$1M),2. 90-120 min
